,text_tokens,text_length
113,ч рный пятница ещ наступить интересный предложение ищ м специалист связь общественность работать молодой амбициозный команда управление связь общественность политех который факт представлять коммуникационный агентство полный цикл з н н генерация идея специальный проект разный формат фото видео аудио текст реализация организация проведение мероприятие университет студент работник обеспечение участие вуз внешний имиджевый мероприятие создание видеоконтент вместе оператор монтажёр телестудия политех развитие официальный аккаунт университет соцсеть вконтакте телеграм одноклассник дзен р н высокий образование связь общественность маркетинг реклама журналистика креативность умение находить нестандартный решение знание основа навык подготовка редактирование материал разный жанр высокий коммуникативный навык л полный занятость оформление тк рф своевременный выплата месяц размер заработный плата определяться итог собеседование комфортный офис ник технополис политех мина ст м политехнический работа профессиональный команда доброжелательный коллектив испытательный срок месяц заинтересовать вакансия присылать резюме портфолио почта отбор должность проходить этап тестовый задание собеседование офис,140
114,стиль модный одежда чувство вкус подача самоощущение наш сегодняшний герой рубрика пушистыйполитехпетр точно знать ум гуччи встречать лайк бурный комментарий обаятельный непоседа папильон евгения почкаева старший преподаватель высокий школа биотехнология пищевой производство ибсиб член совет молодой уч ных политех гуччи появиться дом евгения половина год назад знакомый посоветовать питомник воронеж заводчица прислать фотография щенок первый взгляд евгений влюбиться оказаться гуччи весь формальность приехать санкт петербург воронеж питомник щенок дать кличка цитрус оставлять хозяин стать хотеться необычный звучный поэтому стать гуччи папильон очень ласковый умный любить прогулка носиться кровать гавкать таскать обувь свой лежанка гуччи одобрять расчёсывание купание правильно прелесть гуччи очень игрушка самый любимый мягкий игрушка бобёр пищалка любимый занятие отнимать носка,112
115,просить сделать записать встреча татьяна черниговский рамка дискуссионный клуб слово проект лепота переходить наш узнать ещ большой счастие мозг наука политехпетра политехпетра,22
116,сегодня день психолог поздравлять работник центр психологический сопровождение политех профессиональный праздник центр каждый студент аспирант сотрудник мочь получить бесплатный психологический помощь форма индивидуальный консультация групповой занятие психологический комфорт политехник заботиться управление связь общественность политех рамка проект лепота мочь посмотреть наш полезный прямой эфир профессионал свой дело новый жизнь университет путь самореализация несонный прямой эфир психология зависимость,56
117,студенческий медиацентр политех полимер победитель конкурс хороший интервью киберспортсмен рамка масштабный студенческий кибертурнир битва наука студенческий медиа весь страна предложить снять видео киберспортсмен рассказать жизнь увлечение достижение главный приз конкурс сертификат тысяча рубль покупка оборудование полимерщик снять шедевр заслуженно выиграть конкурс поздравлять полимер гордиться знать начало смотреть видео,48
118,третий встреча дискуссионный клуб слово проект приурочить летие политех пройти аншлаг пообщаться известный уч ной доктор биологический филологический наука татьяна черниговский хотеть большой политехник способный вместить белый зал час пролететь миг заставить мозг выйти рамка привычный паттерн искусственный интеллект влиять наш мозг будущее сегодняшний информационный мир поэзия малый часть вопрос который обсуждаться встреча искать фотография читать подробный репортаж сайт ещ оставить обратный связь встреча политехпетра политехпетра напомнить политех организовать дискуссионный клуб слово экосистема лепота честь грядущий летие вуз,78
119,слово фетисов четв ртый гость дискуссионный клуб слово вячеслав фетисов звезда мировой хоккей двукратный олимпийский чемпион посол добрый воля оон ноябрь понедельник научно исследовательский корпус технополис политех ул политехнический далее лита конференц зал новый количество место ограниченно регистрация обязательный указанный форма почта прид подтверждение регистрация сохранить политехпетра политехпетра,48
120,пойда мте экскурсия академия штиглица открыться новый выставка образ герой р з ы г р ы м п р г л л ь н ы х н п р н ы студент работник политех подписаться сообщество политех академия штиглица поставить лайк пост любой наш сообщество комментарий написать время экскурсия ноябрь пн подходить количество комментарий неограниченно итог подведа м ноябрь чт утром победитель выбрать случайный образ ваш ответ выставка образ герой студент создавать месяц картина солдат великий отечественный лик святой образ современник политехпетра,82
121,завтра самый карьерный день политех забыть взять резюме начаться офлайн часть пообщаться узнать место летний практика управлять городской пространство поработать резюме поучаствовать битва аналитик разработчик знать идти искать свой институт выбирать интересный компания деловой активность смотреть прямой эфир возможность построить карьера смотреть удобно устроиться кресло метро регистрация мкф завтра политехпетрарекомендовать,50
122,далёкий большой,2
123,видеть вообще происходить белый лестница главное здание появиться ваш слоган встречать новый арт объект летие политех вдохновляться заряжаться новый свершение вс получиться политех рядом помочь наш л сво творчество признаваться комментарий политехпетра,32
124,час встреча татьяна черниговский готовый жд м напоминать основный информация встреча дискуссионный клуб слово проект лепота пройда белый зал политех начало вход мероприятие осуществляться строго список студент работник взять пропуск выпускник взять паспорт открыться гардероб дверь белый зал приходить ранний занять хороший место зал успеть зарегистрироваться попасть встреча получиться стоить расстраиваться следующий понедельник приехать новый гость подробность скоро встреча политехпетра,60
125,продолжать отмечать день преподаватель высокий школа рассказывать доблестный преподаватель политехпетра владимир глухов доктор экономический наука профессор руководитель административный аппарат ректор владимир викторович работать политех март год год защитить докторский диссертация экономико математический метод минобрнаукироссия минобрнауки россия,36
126,добрый утро политех неделя большой тепло солнце,7
127,дорогой преподаватель политехпетра поздравлять профессиональный праздник дн м преподаватель высокий школа благодарить ваш ежедневный работа студент профессиональный знание помогать выбрать правильный дорога жизнь указывать верный ориентир приходить молодой человек открытый сердце делиться свой знание готовый учиться крепкий здоровье удача научный педагогический работа творческий успех благополучие,45
128,пост важно прочитать весь собираться встреча дискуссионный клуб слово татьяна черниговский появиться информация успеть зарегистрироваться планировать пройти регистрация сделать получиться вход мероприятие осуществляться строго список п л з р г р р ь студент работник взять пропуск выпускник взять паспорт открыться гардероб белый зал приходить ранний успеть занять хороший место зал н п л з р г р р ь расстраиваться встреча клуб слово знаменитый личность профессионал свой дело встреча ноябрь политехпетра,72
129,искать заказчик курс основа проектный деятельность стать заказчик курс год мочь любой человек студент сотрудник выпускник партн р структурный подразделение политех любой внешний компания главное проект соответствовать критерий направить решение конкретный проблема задача заказчик выполнимый срок месяц студент курс иметь осязаемый результат подразумевать командный работа выполнение проект нужно общаться заказчик сотрудник университет студент фокус группа достижение поставить цель нужный материальный административный ресурс компания заказчик смочь предоставить куратор заказчик заказчик готовый сопровождать студенческий команда течение работа проект предложить тема проект декабрь подробный курс опд весь вопрос обращаться группа,87
130,корона политех ваш взгляд пролетать снизу вверх фасад главное здание политех сначала обращать внимание колонна композитный ордер который скомбинировать особенность разный тип ордер ионический волюта завитушка украшать элемент стиль ордер сочетание скромность изящество благородство далёкий начинать рассматривать антаблемент завершение стена карниз искать архитектурный деталь акант орнамент повторять форма зубчатый лист растение семейство акантовый овы мотив вид яйцеобразный выпуклость пальметта растительный орнамент вид веерообразный лист пальмовый дерево цветок акант жимолость маскарон декоративный рельеф вид маска изображать часто гротескный фантастический облик голова животное дентикула зубчик сухарик ряд небольшой прямоугольный выступ расположить карниз здание сандрик декоративный деталь вид небольшой карниз фронтон оконный дверной проём защищать дождь объединить деталь антаблемент фронтон вместе посмотреть общий профиль главное здание мочь показаться венчать корона,117
131,политехпетразагадка готовый дима подарить новый смартфон закачать туда сразу игра точно маленький игра бесплатный условно платный игра платить встроить покупка сколько платный игра скачать дима,25
132,мечтать построить блистательный карьера отдел развитие карьера ида ноябрь ник технополис политех пройда молодой жный карьерный форум отличный возможность найти практика стажировка крупный компания регистрация мкф брендовый компания работодатель российский международный уровень который радость ответить интересовать вопрос деловой активность онлайн офлайн формат который помочь прокачать необходимый специалист навык эксперт ведущий компания готовый поделиться свой знание фишка комфортный продуктивный работа ещ жд сувенирный продукция компания подробный политехпетрарекомендовать,66
133,,0
134,политех присоединяться проект минобрнауки россия мойуниверпреподаватель ноябрь отмечаться день преподаватель высокий школа решить пообщаться преподаватель разный поколение победитель конкурс хороший преподаватель глаз студент узнать почему выбрать профессия кадр сергей устинов доктор технический наука профессор высокий школа программный инженерия икнк андрей шавва старший преподаватель высокий школа гидротехнический энергетический строительство иси дорогой преподаватель наступать профессиональный праздник,54
135,весь спорт любовь политех встречать новый герой проект наукалюбить семья задыкян сабина сильчонок выпускница аспирантура иммит год григорий задыкян выпускник магистратура иммит год григорий знать сабина ещ знакомство часто слышать история одногруппник который жить общежитие политех тесный личный знакомство наш герой произойти год кафедра лазерный аддитивный технология сабина работать григорий учиться приша л практика однажды ещ начало отношение сабина григорий участвовать конкурс грант кнвш получиться срок подача документ выпалить время военный сбор григорий несколько знакомый связаться сабина попросить помочь оформление итог выиграть грант сентябрь год григорий сделать предложение свадьба друг детство который делить борцовский ковы р самый малый год невеста бросать букет невеста раздавать роза который завернуть рткать весь красный сабина достаться белый повернуться увидеть счастливый григорий кольцо фото любимый времяпровождение семья задыкян дом собака кошка казаться наслать новый герой рубрика пушистыйполитехпетр тренировка сборная политех алтимат наш птенчик который взрастить вести взрослый карьера отвечать взаимность рассказывать задыкян,147
136,политех сианьский технологический университет открыть овместный политехнический институт новый институт обучать тр м направление бакалавриат конструкторско технологический обеспечение машиностроительный производство материаловедение технология материал электроэнергетика электротехника обучение английский занятие проводить преподаватель политех сианьский технологический университет первый студент китай приступить уч бе год учёба проходить китай выпускной курс пройти политех,48
