,id_поста,text_tokens,text_length,preprocessed_comments
10,38298,,0,"[('жиза', 1)]"
11,38297,пов проверять комиссия защита диплом,5,[]
12,38295,,0,"[('звать билет номер', 3)]"
13,38293,,0,[]
14,38291,,0,[]
15,38289,объявить набор вакансия пеший курьер спб оплата руб час идеальный вакансия совмещение учёба сессия второй работа оставить заявка обязанность доставка заказ рекламный буклет корпоративный клиент компания ведение электронный отч тность условие фиксировать оклад частичный занятость рубль месяц премия полный занятость рубль месяц премия гибкий график работа любой время частичный занятость рабочий час неделя полный занятость рабочий час неделя еженедельный выплата работа район ваш проживание компенсация затрата проезд мобильный связь возможность карьерный рост видеть данный вакансия место ещё остаться поторопиться предложение ограничить,81,"[('', 0)]"
16,38288,,0,[]
17,38283,,0,"[('одногруппник пройти степух', 3)]"
18,38273,,0,[]
19,38269,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,[]
20,38265,,0,"[('жаль добряк', 2)]"
21,38264,,0,[]
22,38260,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,[]
23,38256,,0,"[('владимир никифорович наоборот', 3), ('комисия', 1)]"
24,38255,,0,[]
25,38241,,0,"[('икнт реально несуществующий слово', 4), ('иммит', 1), ('физмех', 1), ('капец забыть ифнит', 3), ('физмех забыть спросить', 3), ('иси', 1), ('иииыыыыэээээииыыиыытта', 1)]"
26,38232,,0,"[('админ выдать база', 3), ('горный потеха', 2), ('иметь университет екатерина великий', 4)]"
27,38228,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,[]
28,38226,,0,[]
29,38224,,0,"[('мерещиться написать уебок', 3)]"
30,38219,,0,[]
31,38210,,0,"[('', 0), ('дед мужик простой мужик политех', 5)]"
32,38209,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,[]
33,38205,,0,"[('', 0), ('', 0)]"
34,38202,,0,"[('смертельный приговор', 2), ('особенно ассистировать кожева', 3)]"
35,38199,,0,[]
36,38198,,0,[]
37,38195,,0,"[('умереть конец', 2)]"
38,38194,,0,[]
39,38191,,0,[]
40,38188,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,"[('', 0)]"
41,38186,,0,[]
42,38183,,0,"[('каждый препод сделать', 3), ('гениально', 1), ('сначала подумать мем гач', 4)]"
43,38180,питер забирать подарок отдых антикинотеатр кино хауз дарить подарок каждый гость выбор час посещение подарок вкусный пицца секретный подарок хотеть получить свой подарок писать,24,[]
44,38178,,0,"[('', 0), ('', 0), ('достойный мем', 2), ('тау', 1), ('зона чувствительность', 2)]"
45,38177,ребята важный новость набирать человек санкт петербург май обучать современный профессия успеть оставить заявка сайт довести ручка результат шаг шаг школа ссылка работать пора пока набрать нужный количество участник жить образование деньга неважно подойда работать офис поиск нужный компьютер телефон пара час день помочь выбрать профессия который государство мочь дать отсрочка рассказать обучиться намного быстрый институт умение программировать необязательно рассчитывать вс удалой нный работа стабильный доход потолок возможность расти деньга каждый пара месяц поддержка гос ва простой приготовить шашлык уметь программировать информатика тройка почему компания срочно нужный специалист рука вытаскивать новичок сразу вуз предлагать вс работать высокий зарплата возможность работать удалой нно ездить офис возможность получить льготный ипотека возможность получить отсрочка давать возможность обучиться каждый единственный нужно сделать перейти ссылка оставить заявка дело х минута возможность точно большой близкий месяц записываться получить отсрочка год постановление март год,137,[]
46,38172,,0,"[('сука смешно', 2)]"
47,38171,,0,[]
48,38169,вступать профсоюз стипендия бесплатно вступить беседа ногомяч правильно вопрос риторический сразу стоить отметить вступление наш беседа требование который добрый капиталист первый должный уметь гач юмор любим мужик форма второй девушка пускать конкурент нужный третий являться студент политех понимать контекст троллинг общий хотеть покатать футбольчик лесной политехнический присоединяться,47,[]
49,38164,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,"[('кидать пятихатка', 2)]"
50,38163,,0,"[('дааааа случай который заслуживать внимание опоздать занятие политех прийти минута начало лекция профессор стать отказываться принять аудитория сесть последний свободный скамейка надеяться опоздание слишком броситься глаз момент профессор назвать мо имя спросить думать тема лекция знать ответ попытаться придумать ход голова идиотский ответ который удаться найти гугл говорить считать крокодил аналог устрица человек наоборот зритель профессор начать смеяться шок объяснение ответ человек вентилироваться свой мозг ситуация нужно быстро придумать случай друг стать называть профессор крокодил мочь держать сво лицо вспоминать история', 81), ('забавный история который произойти время экзамен высокий математика политехнический институт готовиться экзамен месяц переписывать лекция решать задача думать подготовить испытание прийти экзамен получить тетрадь уверенный смочь решить задача лёгкость открыть тетрадь понять задача мочь решить шок решить паниковать начать думать решить задача произойти странный начать громко чихать задний план продолжаться время профессор экзаменатор раздражённо посмотреть сказать мочь перестать делать пытаться задавать вопрос мешать весь просить прощение профессор ответить студент пытаться скрыть шпаргалка время аудитория начать смеяться понять ситуация выйти контроль самый забавный момент профессор экзаменатор который очень строгий серьёзный начать смеяться вместе весь сказать хотеть студент политех студент институт знать делаться студент смеяться общаться весело понять момент навсегда остаться наш воспоминание', 111), ('подобный диалог преподаватель выйти тест зач бывать гидрака клетка клетка держать клетка клетка клетка выполнять домашний задание держать коробка клетка связать связать чувствовать держать рука сда экзамен связать учить правило буравчик связать желать связать нибыть допсессия связать сниться пересдача связать чувствовать держать рука свой конспект связать чувствовать хватать знание связать клетка связанный клетка связанный повторить клетка связанный клетка связанный клетка связанный мочь пройти тройка сэр', 65)]"
51,38159,,0,"[('осциллограф киоск заряжать', 3)]"
52,38157,,0,[]
53,38155,,0,"[('', 0)]"
54,38153,,0,"[('дааа итмый горный бонч вс бонч', 6)]"
55,38149,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,[]
56,38146,весь староста,2,"[('', 0), ('староста отчислить', 2)]"
57,38143,,0,"[('', 0)]"
58,38141,,0,[]
59,38138,снова врываться великий богатый папик готовый закрыть твой долг пока ждать работа слушать наш подкаст токс шоу,17,[]
60,38135,,0,"[('', 0), ('сессия ещ время', 3)]"
61,38133,,0,"[('немного базза лайтереть', 3)]"
62,38114,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,[]
63,38111,,0,"[('анна дембицкай оценить', 3), ('', 0), ('', 0)]"
64,38109,,0,"[('говорить правильно списать подробно цитировать', 5), ('списать вдохновиться идея даровать бумажка рукав', 6)]"
65,38107,,0,"[('доулыбаться', 1)]"
66,38105,,0,[]
67,38104,,0,[]
68,38103,,0,[]
69,38095,,0,"[('нибыть увидеть пышка', 3), ('ясно пост проплатить профома', 4)]"
70,38089,,0,"[('млрд рубль', 2)]"
71,38085,,0,"[('', 0), ('жиза', 1)]"
72,38081,продолжать форс прекрасный фильм,4,"[('забрать документ', 2), ('очередной притопать препод сдать лаба очень тактично просить уделить минуточка', 10), ('фильм', 1)]"
73,38079,,0,"[('гидрака', 1), ('коридор ник', 2), ('долг', 1)]"
74,38078,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,[]
75,38076,,0,"[('политех имя раить гослинг', 4)]"
76,38067,,0,"[('залечь дно политюгге', 3), ('', 0), ('первак звонить маман спросить пройти сессия сколько стипендия следующий семестр', 10)]"
77,38066,,0,[]
78,38021,профессиональный помощь сессия ответ твой учебный онлайн курс бесплатно весь подписчик дарить,12,[]
79,38015,,0,[]
80,38014,,0,"[('райан гослинг фильм поставить сложно', 5)]"
81,38002,,0,[]
82,37993,,0,"[('', 0), ('время голова препод', 3)]"
83,37983,,0,"[('че сразу мальборо', 3), ('', 0)]"
84,37978,нибыть знать достать,3,"[('достать', 1), ('срывной нерв', 2), ('пробить трехочковый бутылка вода пара полка выше проверить работать', 9), ('', 0), ('попросить охранник', 2), ('', 0), ('слабовато нервный срыв', 3), ('', 0), ('тетрадка доставать', 2), ('бутерброд', 1), ('вариант кредитка доставать', 3)]"
85,37973,,0,"[('очень глубокий мем политех наоборот депрессия политех счастие', 8), ('панический расстройство', 2)]"
86,37971,,0,"[('сегодня присниться решить учиться военный училище проснуться мысль политех рофлов политех топчек', 12)]"
87,37969,,0,"[('чотко', 1)]"
88,37968,встретить весна вместе вечеринка газовый апрель ждать сет просторный площадка бесплатный бар бир понг покупка билет,16,[]
89,37967,,0,[]
90,37963,,0,"[('сделать эйс', 2)]"
91,37959,негатив,1,"[('негатив забанный прошмандовка ипмэит навсегда', 5)]"
92,37957,,0,[]
93,37938,,0,[]
94,37935,,0,[]
95,37932,,0,[]
96,37923,,0,"[('', 0), ('админ спрашивать сколько слабый пост выд ампутировать реклама кринж', 9)]"
97,37921,,0,[]
98,37919,,0,[]
99,37917,,0,[]
100,37915,,0,[]
101,37911,,0,"[('взорваться', 1)]"
102,37907,,0,[]
103,37905,,0,[]
104,37904,,0,"[('гидробашня взлетать космос', 3)]"
105,37902,,0,[]
106,37899,,0,[]
107,37897,,0,"[('вангануль', 1)]"
108,37895,,0,"[('админ отец', 2)]"
109,37894,,0,"[('брать академ говорить весело говорить', 5)]"
110,37887,,0,[]
111,37886,препод начать читать лекция минута оказаться расписание преподаватель стоить аудитория,10,"[('ч орига просить', 3)]"
112,37884,,0,"[('весь победитель потратить минимум смищный', 5)]"
113,37878,,0,"[('приемлемый', 1), ('правильно говорить главное говорить', 4), ('', 0), ('чел вуз политех говно студент политех', 6), ('легендарный дверь кпд процент', 4)]"
114,37877,ответ твой онлайн курс профессиональный помощь сессия весь подписчик дарить сделать заказ воспользоваться ответ,14,[]
115,37866,,0,"[('гидрака', 1), ('имоп', 1), ('умереть курс', 2), ('найти', 1)]"
116,37861,,0,"[('попена еда', 2)]"
117,37857,,0,"[('', 0), ('понедельник', 1)]"
118,37854,,0,[]
119,37853,,0,"[('', 0)]"
120,37849,,0,"[('плохой', 1)]"
121,37846,,0,"[('давать скучный', 2), ('охота', 1)]"
122,37843,чт произа идти газпром арена подробность комментарий,7,"[('смотреть видео', 2)]"
123,37842,,0,[]
124,37836,,0,[]
125,37828,ответ твой онлайн курс профессиональный помощь сессия весь подписчик дарить сделать заказ воспользоваться ответ,14,[]
126,37825,,0,"[('начать готовиться большой прогресс', 4)]"
127,37824,,0,[]
128,37813,мный комиссия наш студент никакой выгорание четверокурсник идти практика комиссия,10,"[('серёга звезда', 2), ('ида пара огонёк', 3), ('сера га весь следующий год отслеживать коммент красотка', 8), ('', 0), ('', 0)]"
129,37811,,0,"[('', 0), ('препод лаба указать ошибка препод сказать исправлять', 7)]"
130,37808,подборка студенческий промокод апрель еда скидка продукт весь супермаркет дешёвый сбермаркет фильм сериал онлайн кинотеатр бесплатно кофе чай готовый еда перекрёсток дешёвый ежедневно тудента ипмэит особенно приятно промокод дать таблица читать,31,[]
131,37803,,0,[]
132,37794,,0,"[('', 0), ('', 0), ('декан зайти группа', 3), ('ъуъ', 1), ('видеть академ уш л', 4), ('год успеть восстановить', 3), ('', 0), ('', 0)]"
133,37788,,0,"[('', 0)]"
134,37784,,0,"[('ферзь думать отчислиться', 3), ('гений отчислить', 2)]"
135,37783,ответ твой онлайн курс профессиональный помощь сессия весь подписчик дарить сделать заказ воспользоваться ответ,14,[]
136,37780,,0,"[('', 0), ('учитывать оригинал сцена суицид мем самый', 6)]"
137,37777,дорогой друг прийти время показать настоящий помощь студент самый низкий цена помощь хороший качество выполнение осторожный сеть говнокаловый группа человек который помогать факт скамятый обращаться проверить группа студент политех помощь студент помощь учёба,33,[]
138,37757,горный самый хороший университет спб,5,"[('хаххаххах шутка ым апрель', 4), ('знать чушь поверить', 3), ('', 0), ('горный потеха', 2), ('', 0), ('сша считать великий', 3), ('', 0), ('', 0), ('горный самый хороший университет горный университет', 6)]"
139,37754,,0,[]
140,37753,,0,"[('мб', 1)]"
141,37747,,0,"[('пиво большой польза', 3), ('ректорский каша', 2), ('лаб электротехника', 2), ('тонко ректорский каша стоить вообще приходить политех', 7)]"
142,37744,,0,[]
143,37742,,0,[]
144,37739,,0,"[('чай', 1)]"
145,37735,,0,[]
146,37734,,0,"[('препод дропнуть методичка который понятно расписать пункт', 7)]"
147,37729,,0,"[('', 0)]"
148,37726,ответ твой онлайн курс профессиональный помощь сессия весь подписчик дарить сделать заказ воспользоваться ответ,14,"[('распечатать', 1)]"
149,37723,,0,[]
150,37715,,0,[]
151,37713,,0,[]
152,37702,,0,"[('икизя существовать', 2), ('хороший мем питер зе греат мемес', 6), ('иэит', 1), ('мем делать друг', 3)]"
153,37700,градиент градиент дом,3,[]
154,37698,,0,"[('рубль лист', 2)]"
155,37689,совершенно связанный пост,3,[]
156,37685,,0,[]
157,37684,,0,"[('самый сильный инженер окончить горный', 5)]"
158,37681,,0,"[('давать рассказать пропаганда правый сектор свободный россия', 7), ('', 0)]"
159,37676,ответ твой онлайн курс профессиональный помощь сессия весь подписчик дарить сделать заказ воспользоваться ответ,14,[]
160,37675,,0,[]
161,37673,пацан столовка пройти пол пара,5,"[('', 0), ('пить вода лёд', 3)]"
162,37658,,0,"[('магнитный микронаушник', 2)]"
163,37651,,0,"[('опа попасться', 2)]"
164,37646,чт произа идти санкт п г п далее обн сти смотреть ммент ия эт,14,"[('смотреть видео', 2)]"
165,37636,,0,"[('улица дождь сегодня пара', 4), ('слева кресло чисто жизнь', 4)]"
166,37626,,0,"[('насча политех лекция', 3), ('жд м версия башня глаз саурон', 6)]"
167,37624,курс английский петербург отличный цена занятие р планировать сменить работа подготовиться собеседование переезд страна поддерживать улучшать текущий уровень английский отличный компания школа английский дать возможность заниматься гибкий график удобный время день занятие проходить утро поздний вечер день неделя различный преподаватель число носитель язык минь группа человек возможность погрузиться англоговорящий среда выезжать предел россия прямо записываться ссылка получать первый занятие невский р,61,[]
168,37622,,0,[]
169,37606,,0,"[('итмый', 1), ('', 0)]"
170,37602,впервые заш л ник,4,"[('показать политеховсковать элеонора', 3)]"
171,37599,,0,[]
172,37595,,0,"[('осциллограф весь голова', 3), ('робот остаток шоха собрать получаться', 5)]"
173,37592,,0,"[('типичный комната политехник фото цвет', 5)]"
174,37582,,0,"[('ассистент', 1), ('экзамен подсып', 2), ('', 0)]"
175,37577,неофициальный стипендия весь студент политех тинькофф отложить ваш сберкарта собрать подборка сочный денежный бонус банк тинькофф стипух составить халявный дебетовый карточка который радость привезти курьер любой удобный время место выплата очень быстрый день ссылка промый страница дать статья карта дарить крутой стикер кардхолдер,43,"[('неделя назад получать', 3), ('получить кайф полный', 3), ('бодрый тема подарок март насобирать', 5), ('господь банк весь мир смочь заработать бодрый тема кайф полный никакой ск вывести наличка', 14)]"
176,37571,,0,"[('осуждать', 1), ('', 0), ('', 0)]"
177,37568,,0,"[('', 0)]"
178,37565,,0,"[('мочь оригинал диалог скинуть', 4)]"
179,37561,,0,"[('умереть конец сессия', 3)]"
180,37556,,0,"[('наш ибсибовский родный', 3), ('осциллограф шоха', 2), ('ахахи автомат кофе дааа', 4)]"
181,37546,,0,[]
182,37544,,0,[]
183,37541,,0,"[('снег', 1), ('отчислиться', 1)]"
184,37530,,0,"[('бригада', 1)]"
185,37515,,0,"[('', 0), ('хотеть ом', 2), ('пасти луца тюфальня риться кусать', 5), ('настоящий гигачад тратить деньга методический материал подготовка лабораторный работа васильев александр электронович', 12), ('сука бездушный нести бабка шаверма сатанинский машина сегодня ждать тётка андеграунд', 11)]"
186,37511,,0,"[('первый день сентябрь', 3)]"
187,37504,,0,"[('приехать стырить осциллограф уехать метро', 5), ('приехать отсидеть пара васильев александр электронович осознать тщетность бытие прошедший лекция уехать', 12), ('целое год обучение описать', 4)]"
188,37494,,0,"[('нормальный мем шутка осциллограф', 4)]"
189,37486,,0,"[('насча политех лекция', 3), ('нибыть взломать', 2), ('знать запретный секция корпус смотреть найти', 6), ('', 0)]"
190,37481,,0,"[('', 0), ('охринела час взять сказать поговорить', 5), ('самосовершенствование онанизм топить саморазрушение готовиться экзамен час экзамен', 8)]"
191,37477,,0,[]
192,37468,,0,"[('судить лексика военный кафедра', 4), ('честный реакция', 2)]"
193,37464,рада представить тусовка студент санкт петербург газовый март ждать сет просторный площадка бесплатный бар розыгрыш приз наш друг подарок девушка бир понг первый билет парный,25,"[('', 0), ('', 0)]"
194,37462,,0,"[('месяц летний каникулы платить семестр ещё отдохнуть выйти', 8)]"
195,37460,,0,[]
196,37457,срочно требоваться специалист опыт весь научить жить образование деньга неважно подойда работать офис декрет подойти пожелание нужно понимать раздавать деньга направо налево действительно платить среднее руб статистика настоящий работа жд м ответственный нужно морально готовый деньга получать первый зарплата крыша сносить увольняться слепо верить реклама нужно начать подработка бросать вс трезвый подход безболезненно войти начать зарабатывать нужный компьютер ноутбук старый пара час день умение программировать необязательно работать зарабатывать рассчитывать вс удалой нный работа стабильный доход потолок возможность расти деньга каждый пара месяц работать нужно делать вариант компания хватать специалист многий область графический дизайнер аналитик данные инженер тестирование маркетолог разработчик разработчик веб разработчик новичок сразу курс отрывать рука нога нужный особый знание талант природный дар честно справляться любой желать необучаемый вообще хотеть делать понять профессия подходить записаться бесплатный марафон ссылка разобрать профессия который требоваться крупный компания каждый рассказать профессионал день профессия каждый попробовать пощупать решить большой весь нравиться возьма м рубль количество бесплатный место ограничить остаться весь проверить смочь войти переходить ссылка оставлять заявка участие жд м марафон,167,"[('тип проблема сыпаться айтишник конец задохнуться найса реклама', 8)]"
197,37451,,0,"[('', 0), ('', 0), ('', 0)]"
198,37445,,0,"[('', 0), ('пацан ида м политех', 4), ('', 0), ('сильный пост', 2), ('территория политех курить', 3)]"
199,37434,,0,"[('осциллограф', 1), ('сложный учиться', 2), ('', 0), ('академ', 1), ('опасный сечение', 2)]"
200,37416,,0,"[('проф вложение', 2), ('итого человек', 2), ('аххпхпхпххмхпахахаххахахахаххахахахахаххахахахха', 1), ('правый', 1)]"
201,37413,,0,"[('', 0)]"
202,37409,слышать новость покупка игра снова доступный россия знать любитель игра делиться тип покупать игра альтернативный способ знать купить принцип первый случай личный опыт проверить сколько заморочка система знать способ который быстрый безопасный выгодный мочь казаться взломать система взломать система сделать покупка клик старый добрый подсчёт расчёт ожидание дочитать конец рассказать дело взломать система вообще покупать игра довольствоваться старый покупка обзор год пушка игра посмотреть начало конец год абсолютно игра доступный покупка взломать система покупать любой игра заморочка минута абсолютно безопасно рассказать наш телеграмма канал студент политех скидка суммироваться скидка апрель промокод осцилограф,92,"[('', 0)]"
203,37403,,0,"[('жиза', 1), ('', 0), ('здец', 1)]"
204,37395,,0,"[('шеф наш сериал оказаться настолько безидейный решить сп здить осциллограф', 10), ('чувство застать друг шутник личный присутствие сформировать впечатление студенчество первый курс', 11), ('дать мем романов', 3), ('последний аркобалить', 2)]"
205,37385,гидропышка саурон знать сколько пышка купить зачарка баффа проклятие защита эффект придумать,12,"[('хороший', 1), ('знать сегодня пышка', 3), ('утро', 1), ('метео прогноз мордорский центр пышка сегодня ожидаться', 7)]"
206,37367,,0,"[('академ', 1), ('отчисление', 1), ('готовый лаба', 2), ('перевод бюджет', 2)]"
207,37359,,0,"[('гордый учиться федеральный государственный автономный образовательный учреждение высокий образование санкт петербургский политехнический университет пётр великий бывший ленинградский политехнический институт имя м калинин который преподавать академик член корреспондент ран профессор доктор наука доцент васильев александр электронович который ответственно преподавать свой дисциплина строго следить качество состояние оборудование человек высокий учебный заведение существовать', 50), ('страшно подумать перспектива группа осциллогаф сдать металлолом память немой вечный наш сердце', 12)]"
208,37352,,0,"[('курица хороший', 2), ('рыба самый вкусный', 3), ('богатый', 1), ('шавуха', 1)]"
209,37350,,0,"[('обычно человек', 2), ('александр пантелеймонович сделать зверь', 4)]"
210,37348,,0,"[('', 0), ('армия', 1)]"
211,37342,,0,"[('пара спать правильно', 3), ('время пара весь аудитория', 4), ('', 0)]"
212,37332,,0,"[('знать', 1)]"
213,37319,минимальный требование девушка начать встречаться линейный дифференциальный уравнение го порядок задача кош некоторый тип уравнение высокий порядок допускать понижение порядок линейный однородный дифференциальный уравнение го порядок свойство решение линейный однородный уравнение го порядок существование фундаментальный система решение фср линейный однородный уравнение признак линейно зависимость линейный независимость функция общий решение линейный однородный уравнение го порядок линейный неоднородный дифференциальный уравнение го порядок метод вариация произвольный постоянный нахождение решение линейный неоднородный уравнение комплексный решение линейный однородный уравнение линейный однородный дифференциальный уравнение го порядок постоянный коэффициент линейный неоднородный дифференциальный уравнение го порядок постоянный коэффициент построение частное решение линейный неоднородный дифференциальный уравнение постоянный коэффициент правый часть специальный вид числовой ряд необходимый условие сходимость ряд свойство сходиться ряд положительный ряд признак сравнение положительный ряд признак даламбер интегральный радикальный признак кош критерий кош знакопеременный ряд признак лейбниц абсолютный условный сходимость функциональный ряд равномерный сходимость функциональный ряд степенной ряд первый теорема абель радиус сходимость ряд интервал сходимость ряд равномерный сходимость степенной ряд второй теорема абель непрерывность сумма степенной ряд почленный интегрирование степенной ряд почленный дифференцирование степенной ряд разложение ряд маклорена функция разложение функция степенной ряд ряд тейлор ряд маклорена разложение ряд маклорена функция ряд фурье взаимно ортогональный функция определение ряд фурье ряд фурье интеграл дирихло ряд фурье теорема риман лебег принцип локализация разложение функция ряд фурье признак диня следствие разложение функция ряд фурье случай функция являться периодический ряд фурье чётный нечётный функция разложение ряд фурье функция задать неполный промежуток сдвиг основный промежуток растяжение основный промежуток определение двойной интеграл необходимый условие интегрируемость функция замкнутый область свойство сумма дарба основной признак интегрируемость функция свойство двойной интеграл сведение интеграл прямоугольник повторный интеграл вычисление двойной интеграл случай криволинейный область замена переменный двойной интеграл полярный система координата приложение двойной интеграл,277,"[('понимать кафедра математика искать собраться', 5), ('', 0), ('губа дура', 2), ('дышать', 1), ('вопрос забыть ещ операторный метод вопрос забыть формула грин', 9), ('вовсе главное твой выездной способность', 5), ('мастхэв ещ свойство равномерный сходимость никуда', 6), ('пойти нах', 2), ('дробязко ирина николаевич подойти критиерия', 5), ('', 0), ('год пройти требование поменяться кряхтеть летний', 6), ('ещ мелочь дополнение весь вышесказанный полимолекулярный адсорбция уравнение бэт применение определение поверхность твёрдый тело основной понятие статистический термодинамика метод ячейка больцмана фазовый пространство плотность вероятность фазовый пространство микроканонический канонический ансамбль гиббс энтропия статистический термодинамика формула больцмана микроканонический ансамбль канонический ансамбль статистический сумма состояние расчёт помощь внутренний энергия энтропия энергия гельмгольц химический потенциал теплоёмкость поступательный сумма состояние вклад термодинамический функция формула закура тетрод энтропия идеальный газ пространство распределение молекула скорость энергия идеальный газа средний скорость средний энергия теорема равнораспределение область применимость характеристический температура применение теория теплоёмкость колебательный сумма состояние теория теплоёмкость эйнштейн дебай вывод вращательный сумма состояние вклад вращательный движение термодинамический функция модель жёсткий ротатор электронный ядерный сумма состояние ортый пара водород электронный составлять теплоёмкость атомарный хлор статистический расчёт константа химический равновесие многоатомный идеальный газ сопоставление статистический классический термодинамический расчёт статистический теория реальный газ метод урселла майер использование первый слагаемое ряд статистический рассмотрение вириальный уравнение', 144), ('побыть тупой одинокий', 3)]"
