,text_tokens,text_length
42,ноябрь рамка всероссийский онлайн зачёт финансовый грамотность состояться олимпиадный день школьник участник успешно справиться зачёт смочь дополнительный испытание выйти финал олимпиада высокий проба ниу вшэ профиль финансовый грамотность всероссийский онлайн зачёт финансовый грамотность пройти ноябрь подробность регистрация сайт проект,39
43,объединять будущий актёр журналист филолог дизайнер егэ литература свой совет подготовиться непростой экзамен делиться виолетта арстановый преподаватель курс русский язык литература интернет школа факультет довузовский подготовка,26
44,октябрь мск пермский кампус вышка рамка молодёжный форум наследие провести онлайн мастер класс фотография модель создать модель музейный экспонат программа мероприятие знакомство проект виртуальный реконструкция изразцовый печь второй половина коллекция пермский краеведческий музей создание модель изразцовый городок венчать печь помощь специальный программа мастер класс открыть весь желать подразумевать наличие специфический знание ссылка трансляция ссылка программа повторять этап работа ведущий,59
45,,0
46,вышка онлайн пройти церемония посвящение студент участник узнать большой университет цифровой образовательный среда дальнейший карьерный перспектива смотреть запись трансляция,19
47,октябрь завершаться регистрация новый сезон всероссийский чемпионат сочинение свой слово победитель смочь получить дополнительный балл поступление вуз россия принять участие суперфинал побороться бесплатный место бакалавриат ниу вшэ зарегистрироваться ссылка своимислов рф,31
48,самый простой способ выстроить стратегия подготовка егэ обратиться пройти путь поступить вуз мечта совет поделиться выпускник который стать студент вышка остаться выбрать внедрить подготовка подходящий,25
49,,0
50,готовиться заранее оставлять май подготовить совет чек лист подготовка егэ успеть сделать большой,13
51,школа юный филолог шюф школа филологический наука ниу вшэ запустить новый сезон еженедельный онлайн встреча специалист область гуманитарный наука занятие полезный школьник который хотеть погрузиться мир текст нынешний будущее олимпиадник гуманитарный предмет абитуриент ниу вшэ близкий встреча состояться октябрь пустота молчание тишина анализировать спикер выступить антон скулачёв лектор шюф председатель гильдия словесник рассказать широкий спектр текст который пустота молчание становиться конструктивный принцип подробность регистрация,64
52,изучать будущий юрист вышка рассказывать некоторый интересный предмет который преподавать факультет право,12
53,высокий школа экономика стать самый крупный вуз россия снг число онлай н студент программа высокий образование поступить студент самый популярный направление подготовка онлай н кампус ниу вшэ год стать компьютерный наука общий число студент менеджмент число бизнес информатика студент экономика финансы студент дизай н студент подробный,46
54,октябрь пройти день открытый дверь международный бакалаврский программа экономика финансы программа мероприятие общение представитель программа подробный поступление обучение карьерный перспектива ответ вопрос адрес центр культура ниу вшэ покровский бульвар далее стр корпус подробность регистрация,34
55,ноябрь продолжаться регистрация всероссийский олимпиада школьник высокий проба диплом победитель призёр давать классник возможность поступить вуз вступительный испытание засчитать балл егэ предмет соответствовать профиль олимпиада интервью новостной служба вышка главное студент ниу вшэ рассказать участвовать олимпиада диплом помочь поступление,39
56,,0
57,октябрь учебный центр воронов пройда выездной сессия проект академия школьник учиться класс учитель школа смочь принять участие лекция семинар мастер класс интерактивный игра подготовка олимпиада курс вышка космос курс объединять инженерный космологический концепция готовить олимпиада рамка программный инженерия олимпиадный обществознание социальный экономический сфера жизнь общество курс направить системный понимание экономический социальный подход изучение общество межкультурный коммуникация работа лингвист курс включать изучение олимпиадный система проработка разговорный английский фокус практика член олимпиадный жюри проработка реальный кейс подать заявка октябрь регистрация подробность,79
58,адаптироваться учёба друг город мочь переезд разлука близкий условие жизнь вызывать стресс обострять чувство одиночество облегчить свой переживание привыкнуть новый собрать полезный совет ирина макаров директор центр психологический консультирование ниу вшэ который поговорить новый выпуск подкаст поступать знать наш подкаст пост любой стриминговый платформа ссылка комментарий,46
59,скоро начаться отборочный этап многий перечневый олимпиада собрать список предмет помощник скрестить палец,13
60,январь продолжаться регистрация конкурс исследовательский проектный работа школьник высокий пилотаж учебный год проводиться направление конкурс рассчитать ученик х класс делать первый шаг наука проектный деятельность дипломант смочь получить дополнительный балл индивидуальный достижение поступление вуз подробный ждать участник новый сезон рассказывать новостной служба вышка главное,44
61,дорога педагог сегодня говорить учитель нелёгкий труд праздник,8
62,работа реклама креатив студент рекламщик изучать широкий спектр дисциплина менеджмент история реклама рассказывать предмет расписание студент программа стратегия продюсирование коммуникация,20
63,,0
64,почему человек хотеть красивый наш мозг сопротивляться процесс старение ждать человек робот симбиоз соперничество рассказать учёный ниу вшэ тематический площадка человек общество фестиваль пройти октябрь центр культура ниу вшэ покровский бульвар гость ждать лекция эксперимент использование нейротехнология квест метавселенная вышка онлайн кинопоказ программа регистрация сайт,45
65,октябрь завершаться регистрация всероссийский кейс чемпионат школьник экономика предпринимательство подать заявка участие мочь команда который состоять ученик класс студент колледж регистрация,21
66,национальный олимпиада анализ данные состязание возможность научиться взаимодействовать данные ещё школа убедиться работа аналитик связать сфера ещё шанс заработать преимущество поступление вышка познакомиться будущий преподаватель найти друг схожий интерес регистрация закрываться октябрь,32
67,запомнить ударение егэ русский неправильный глагол английский собрать совет который помочь быстрый эффективный закрепить изучить материал большой способ подготовка экзамен наш пост,22
68,миэм московский институт электроника математика н тихонов самый крупный подразделение вышка студент изучать электроника информационный технология телекоммуникация вычислительный техника прикладной математика кибернетик рассказывать предмет который расписание студент компьютерный безопасность образовательный программа факультет,32
69,октябрь завершаться регистрация всероссийский кейс чемпионат школьник экономика предпринимательство состязание мочь принять участие команда ученик х класс студент профессиональный колледж год измениться система отбор команда предлагаться пройти квалификация квалификационный тестирование период октябрь необходимо вопрос предстоять ответить почему сложно мочь показаться первый взгляд объяснять новостной служба вышка главное,47
70,способ поступить ниу вшэ олимпиада давно перестать состязание балл стать образовательный проект который помогать школьник получить новый знание найти единомышленник познакомиться вуз вместе олимпиада вышка собрать подборка книга который помочь хороший узнать жить участник интеллектуальный состязание ниу вшэ,38
71,продолжать рассказывать поступление учебный жизнь серия комикс новый выпуск история знакомый персонаж марк поступить программа психология факультет социальный наука получить студенческий встретить первый друг вышка комикс создать студент программа журналистика медиакоммуникация олесь селиверстов елизавета дорошин александра карпезов качество вкр научный руководитель старший преподаватель институт медиа александр латышев галеев,48
72,октябрь продолжаться регистрация всероссийский кейс чемпионат школьник экономика предпринимательство состязание мочь принять участие команда ученик х класс студент профессиональный колледж новостной служба вышка главное рассказывать проект прошлогодний кейс чемпионат который заинтересоваться представитель некоммерческий организация бизнес государственный власть достижение разработчик,39
73,занятие тест пробник экзамен обычный будни старшеклассник справиться стресс поступить вуз мечта студент вышка поделиться совет подготовка егэ олимпиада,19
74,победа призерство олимпиада способ поступление университет рассказывать школьный олимпиада подробный карточка изучить проект перечень минпросвещение год ссылка,17
75,высокий школа экономика завести канал учебный профиль сферум сферум новый образовательный пространство мессенджер который необходимый функция учёба общение педагог учиться родитель чат индивидуальный групповой звонок обмен файл создание опрос подписываться наш канал сферум оставаться связь вышка,36
76,центр культура ниу вшэ пройти день открытый дверь факультет довузовский подготовка старшеклассник родитель рассказать программа условие приём преимущество который получать учиться факультет поступление высокий школа экономика рассказывать новостной служба вышка главное,31
77,открыть регистрация новый сезон всероссийский чемпионат сочинение свой слово победитель смочь получить дополнительный балл поступление вуз россия принять участие суперфинал побороться бесплатный место бакалавриат ниу вшэ участие необходимо зарегистрироваться октябрь подробность регистрация ссылка своимислов рф следить новость сообщество олимпиада вышка,40
78,центр языковой методический подготовка школа иностранный язык ниу вшэ провести день открытый дверь участник узнавать программа центр познакомиться преподаватель смочь получить индивидуальный консультация академический руководитель программа каждый смочь пройти тестирование определить уровень владение язык поучаствовать мастер класс викторин сентябрь адрес г москва покровский бульвар далее ауд подробность регистрация,48
79,,0
80,сентябрь миэф ниу вшэ запускать бесплатный онлайн курс математик служба финансы школьник класс слушатель смочь разобраться профессия финансист трейдер изучить основной понятие инструмент длительность курс месяц успешный прохождение участник получить сертификат подробность регистрация,33
81,октябрь продолжаться приём заявка участие национальный олимпиада анализ данные год самостоятельный испытание профиль олимпиада высокий проба анализ данные хороший участник получить преимущество поступление вуз упрощённый отбор стажировка тинькофф подарок подробный ждать участник рассказывать новостной служба вышка главное,37
82,сказать семнадцатилетний попросить выпускник студент старший курс вышка дать совет первый курс получиться,13
83,последний выпуск подкаст поступать знать говорить устроить обучение онлайн кампус ниу вшэ вышка онлайн существовать направление обучение отличаться онлайн учёба офлайн разбирать ответ вопрос выпуск карточка,26
84,продолжать рассказывать поступление учебный жизнь серия комикс новый выпуск история первокурсница соня который поступить бюджет высокий школа бизнес соня переживать найти друг вышка активность адаптационка помочь разбить лёд сблизиться новый знакомый адаптационный программа работать вышка рассказывать пост комикс создать студент программа журналистика медиакоммуникация олесь селить рстовой елизавета дорошин александра карпезов качество вкр научный руководитель старший преподаватель институт медиа александр латышев галеев,61
85,собрать стартовый набор первокурсник вышка социальный карта миллион фотография корпус галерея,11
86,,0
87,первокурсник вышка начинать учебный год адаптационный программа помогать плавно погрузиться новый среда узнать необходимый учёба университет карточка рассказывать состоять программа проходить,21
88,ректор ниу вшэ никита анисимов поздравить студент преподаватель сотрудник начало новый учебный год,13
89,поздравлять весь вышкинец начало учебный год,6
90,учебный год встретить провести особенно первый учебный год вышка проверить свой готовность сентябрь помощь чек лист первокурсник,17
91,завтра стартовать новый учебный год обещать насыщенный оставаться связь вышка курс событие университетский жизнь подписываться страница вшэ социальный сеть напоминать список главный канал новость мероприятие атмосфера вконтакте телеграм телеграм вышка свой телеграм афиша вышка наука экспертиза телеграм понимание дзен понимание телеграм карьера наука телеграм дистанционный смотритель телеграм канал поступление карьерный развитие хотеть магистратура ниу вшэ телеграм поступать знать подробный вышкинский онлайн комьюнити ссылка,63
92,никита анисимов назначить ректор высокий школа экономика год назад интервью директор институт медиа ниу вшэ журналист телеведущий эрнест мацкявичюс рассказать прийти вышка достижение план развитие университет отличить текст написать искусственный интеллект человеческий работа,33
93,продолжать знакомиться университет,3
94,сентябрь пройти день открытый дверь факультет довузовской подготовка ученик х класс участник узнавать программа особенность обучение бесплатный место преференция смочь принять участие викторин мероприятие пройти адрес г москва покровский бульвар далее ученик х класс ученик х класс подробность регистрация,39
95,студент непросто пара дедлайн проект курсовой справиться нагрузка успевать делиться полезный привычка который помочь сделать студенчество лёгкий приятный,18
96,руз сопа слово знакомый студент вышка разбираться значение основный аббревиатура термин хороший подготовиться учебный год,15
97,,0
98,открыть регистрация девятый сезон национальный технологический олимпиада нто участвовать самый масштабный россия командный инженерный соревнование мочь учиться класс студент вуз колледж победитель призёр трек нто класс смочь поступить ведущий вуз россия вступительный испытание использовать балл егэ первый отборочный этап нто класс стартовать сентябрь класс сентябрь студент октябрь,47
99,открыться регистрация всероссийский олимпиада школьник высокий проба профиль состязание включить перечень олимпиада школьник уровень учебный год диплом победитель призёр высокий проба давать классник возможность поступление российский вуз вступительный испытание балл егэ предмет соответствовать профиль олимпиада подробный ждать участник олимпиада новый сезон рассказывать новостной служба вышка главное,46
100,август вышка онлайн провести день открытый дверь представитель кампус рассказать поступление учёба онлайн программа ответить вопрос абитуриент участие мероприятие нужный регистрация,21
101,август московский офис тинькофф состояться день открытый возможность ученик класс который увлекаться математика программирование школьник смочь познакомиться ведущий технический вуз москва санкт петербург который сотрудничать компания число мероприятие представить факультет компьютерный наука ниу вшэ регистрация открыть август включительно,38
102,система оценивание высокий школа экономика отличаться привычный балл максимальный формула оценка накоп собрать карточка нужно знать система оценивание вышка,19
103,приёмный комиссия ниу вшэ опубликовать сведение зачисление абитуриент бакалавриат специалитет поступить место счёт университет посмотреть список ссылка,17
104,открыться регистрация всероссийский кейс чемпионат школьник экономика предпринимательство принять участие состязание мочь команда ученик х класс студент любой курс профессиональный колледж подробный условие участие рассказывать новостной служба вышка главное,29
105,наш друг рассказывать точно стоить взять общежитие дополнять список комментарий,10
106,сентябрь учёба последний звонок егэ выпускной далёкий бывший школьник сталкиваться лицо лицо множество страх начало студенческий жизнь разрушать миф университет наш карточка,22
107,открыть набор программа факультет довузовский подготовка вышка пройти обучение разный предмет направление смочь школьник го й класс учиться очно москва онлайн размер группа количество час форма обучение выбрать зависимость программа курс цель слушатель сентябрь команда факультет провести день открытый дверь рассказать особенность обучение год подробный,45
108,,0
109,приёмный комиссия опубликовать сведение зачисление абитуриент поступать коммерческий место очный программа бакалавриат специалитет приказ зачисление попадать абитуриент который заключить договор образование оплатить первый полугодие обучение зачисление абитуриент платный место продолжиться август подробный,32
110,,0
111,корпус басманный жд первокурсник,4
112,приёмный комиссия ниу вшэ опубликовать сведение зачисление первый абитуриент платный место очный программа бакалавриат специалитет приказ зачисление август включить абитуриент который заключить договор образование оплатить первый полугодие обучение зачисление абитуриент платный место продолжиться август подробный,35
113,опубликовать список пригласить поступление рамка проект социальный лифт войти список необходимо август заключить договор место счёт средство ниу вшэ,19
114,абитуриент вшэ поступать платный место год возможность взять образовательный кредит господдержка годовой время обучение студент выплачивать процент погашение основной сумма начинаться месяц окончание университет срок возврат заём год образовательный кредит необязательно брать весь период обучение оформить оплата полугодие год подробный образовательный кредит господдержка карточка ссылка,45
