,text_tokens,text_length
97,корпус ниу вшэ покровский бульвар отметить день психолог желать мочь познакомиться близкий область наука узнать психолог отличаться специалист заниматься ментальный здоровье человек организатор праздник выступить центр психологический консультирование вшэ свой впечатление участник поделиться новостной служба вышка главное,37
98,декабрь продолжаться выдвижение кандидат студсовет факультет общежитие пост уполномоченный право студент аспирант почему стоить подать заявка выборы студенческий самоуправление рассказывать вышка свой,22
99,атриум корпус покровский бульвар пройти традиционный карьерный марафон центр развитие карьера ниу вшэ участник ждать мастер класс лекция общение сотрудник крупный российский компания стендовый сессия свой впечатление карьерный марафон студент поделиться новостной служба вышка главное,35
100,ноябрь пройти полуфинал конкурс дизайн молодой соорганизатор который выступать школа дизайн ниу вшэ санкт петербург финалист соревнование стать человек хороший выбрать декабрь год подробный,24
101,школа дизайн ниу вшэ пройти фестиваль неделя фотография представить работа студент профиль фотография последний несколько год состояться конференция фотография большой искусство рассказывать новостной служба вышка главное,26
102,принимать решение условие глубокий неопределённость интервью рассказать заслужить профессор вшэ член европейский академия фуад алескер ещё создание зеркальный лаборатория сетевой анализ запуск спецкурс принятие решение полный текст беседа,28
103,директор институт медиа ниу вшэ эрнест мацкявичюс исполниться год коллега журналист известный деятель искусство наука рассказать работа телеведущий программа вести канал россия,22
104,декабрь мск состояться митапа магистратура вышка экзамен прямой эфир организатор конкурс олимпиада студент рассказать льгота преференция который мочь получить победитель призёр состязание ещё старт основный этап приём слушатель узнавать ключевой особенность поступление магистратура год время мероприятие участник смочь общаться друг друг организатор проект телеграм чат зарегистрироваться ссылка подробный,48
105,студент участник студенческий экспедиция школа мечта проект открывать россия заново завершить свой образовательный путешествие защита дизайн проект школа подмосковный королева скоробогатовский школа нижегородский область экспедиция продлиться день принять участие студент регион россия защищать проект директор школа команда проект школа мечта представитель минобрнауки рф минпросвещение рф,45
106,высокий школа экономика день рождение побродить вышкинский ворона таймлайна вспомнить веха история наш университет,14
107,делегация ниу вшэ побывать визит китайский университет гонконг город шэньчжэнь представитель университет принять участие партнёрский мероприятие обсудить коллега кнр существующий соглашение обмен студент,23
108,,0
109,завершиться отборочный этап национальный олимпиада анализ данные немой принять участие человек заключительный этап пройти школьник свой впечатление участник состязание поделиться новостной служба вышка главное,24
110,делиться традиционный подборка событие мероприятие неделя ноябрь школа коммуникация ниу вшэ провести выбор поколение тенденция молодёжный чтение участник обсудить читать молодёжь книга готовый отдать свой голос студенческий номинация национальный литературный премия больший книга выбор поколение регистрация ноябрь центр культура выступить ансамбль лундстрёма трио программа концерт прозвучать произведение пётр чайковский дмитрий шостакович регистрация ноябрь покровка пройти третий лекция серия базовый кафедра сбер использоваться машинный обучение звук спикер дмитрий берестнев звук регистрация ноябрь начать работа конференция наука искусство дизайн трансдисциплинарность практикоориентированность геймификация программа открыться большой дискуссия посвятить граница научный знание междисциплинарный оптика роль научный журнал образовательный поле привычный академический формат реагировать вызов современность регистрация,102
111,сегодня высокий школа экономика исполняться год поздравлять больший вышкинский семья праздник,11
112,президент россия владимир путин выступать конференция искусственный интеллект подчеркнуть нужно существенно расширить подготовка кадр учёный разработчик задача поставить университет лидер первый рейтинг вуз качество подготовка специалист сфера ия составить альянс сфера искусственный интеллект напомнить вшэ войти лидерский группа рейтинг вышка готовить ия специалист план университет область вышка главное рассказать декан факультет компьютерный наука вшэ иван аржанец,56
113,ваэ овасапяный окончить бакалавриат факультет экономический наука магистерский программа миэф финансовый экономика долгий время работать банк яндекс занимать пост генеральный директор интервью рубрика конструктор успех ваэ рассказать двигаться финтех маркетплейс почему важно брать риск останавливаться достигнутый,36
114,вычислительный социальный наука программа бакалавриат ниу вшэ сочетать предметный подготовка углублённый изучение метод анализ данные математический моделирование первый курс мочь перейти студент поступить психология государственный муниципальный управление политология социология учить программа туда поступить рассказывать замдекан факультет социальный наука дарья присяжнюк академический руководитель программа евгений седашов,45
115,эксперт ниу вшэ принимать участие онлайн конференция сфера технология искусственный интеллект фокус обсуждение языковой модель метод который применяться сегодня обучение искусственный интеллект доклад представить конференция сотрудник университет рассказывать новостной служба вышка главное,32
116,директор маркетинговый коммуникация ниу вшэ анна подпрятов принять участие дискуссия поле форум диалог фейк организовать ано диалог регион эксперт обсудить роль фактчекинг глобальный коммуникационный среда обменяться собственный опыт проверка верификация информация подробный,32
117,студент факультет компьютерный наука ниу вшэ победить конкурс научный стать тема искусственный интеллект конкурс проходить рамка международный конференция искусственный интеллект машинный обучение организовать сбер свой исследование победитель рассказать новостной служба вышка главное,32
118,нейросеть сбер наблюдение экспертный комиссия ниу вшэ успешно сдать егэ обществознание модель выполнить задание экзамен набрать балл результат превышать минимальный балл подача вуз балл средний балл предмет год балл подробный,30
119,директор онлайн обучение ниу вшэ юлия ремезов принять участие конференция цифровой технология образование мероприятие собрать очный участник онлайн слушатель страна мир подробный,22
120,участник платформа госвышка посетить мероприятие международный выставка форум россия вднх каждый день вторник воскресение разный регион наш страна представлять свой достижение культура традиция свой впечатление выставка студент поделиться вышка свой,30
121,альянс сфера искусственный интеллект опубликовать рейтинг вуз россия готовить хороший специалист ия лидер стать ниу вшэ мфть итмый наш университет занять первый место критерий востребованность выпускник наём качество образовательный среда активность развитие школьный образование подробный,35
122,высокий школа бизнес ниу вшэ пройти презентация книга управление клиентоориентировать компания монография подготовить эксперт вшб высокий школа менеджмент спбгу систематизировать подход изучение клиентоориентированность содержать большой массив данные практика российский бизнес книга представить научный редактор профессор заместитель директор вшб руководитель департамент маркетинг вера ребязина подробность репортаж мероприятие,46
123,дарья табашников окончить бакалавриат магистратура ниу вшэ экономика учиться аспирантура департамент теоретический экономика работать стажёр исследователь научно учебный лаборатория исследование спорт интервью проект молодой учёный вышка дарья рассказать турнир выбывание поражение любовь шашка стикер тема теория игра молодыеученый,38
124,победитель призёр всероссийский олимпиада искусственный интеллект смочь поступить ниу вшэ вступительный испытание зачесть максимальный балл егэ информатика различный образовательный программа университет высокий школа экономика поддерживать проведение всероссийский олимпиада ия второй год итог первый сезон дипломант состязание проходить обучение ниу вшэ подробный,41
125,год ниу вшэ стартовать пятый стратегический проект рамка программа приоритет устойчивый мозг нейрокогнитивный технология адаптация обучение развитие реабилитация человек изменяться среда объединять учёный весь кампус университет технология сегодня создавать нейроисследователь стоить ждать будущее рассказать руководитель стратпроект директор центр язык мозг ниу вшэ ольга драга,44
126,факультет компьютерный наука ниу вшэ сбер провайдер облачный технология провести хакатон машинный обучение соревнование принять участие студент вуз россия свой впечатление хакатон победитель призёр поделиться новостной служба вышка главное,29
127,завтра ноябрь вышка пройти день психолог организовать центр психологический консультирование мероприятие стартовать корпус покровка программа лекция дискуссия психологический хайлайта программа внутренний мотивация выбраться творческий кризис экспрессио патронум творчество открывать неизведанный глубина жить перестать тревожиться будущее получать удовольствие жизнь ходить психолог мода необходимость выбрать психолог оптимизм научиться самооценка найти поднять посмотреть подробный расписание зарегистрироваться ссылка,54
128,делиться традиционный подборка событие мероприятие неделя ноябрь рамка московский научный кинолекторий состояться показ фильм широта комсомол шеф электрификация широта первый звуковой документальный фильм который увидеть кадр снятой крупный завод ссср фильм прокомментировать роман абрам профессор факультет социальный наука ниу вшэ регистрация ноябрь театр ниу вшэ показать центр культура спектакль бедный марат пьеса арбузов история герой проживать наш глаз четверть век любовь сострадание мечта невозможность угадать череда событие человеческий страсть благородство фон роковой исторический событие регистрация ноябрь покровка стартовать день психолог ниу вшэ гость праздник смочь познакомиться профессия психолог узнать психолог отличаться специалист заниматься психический здоровье благополучие задать интересовать вопрос сотрудник центр психологический консультирование ниу вшэ регистрация ноябрь высокий школа бизнес пройти открытый дискуссия точка зрение ключевой ит тренд эксперт обсудить вопрос цифровизация основной тенденция сфера технология влиять бизнес повестка год регистрация,131
129,подводить итог совместный конкурс минфин россия правильный ответ невидимый рукопожатие справиться задание выбрать победитель помощь генератор случайный число смотреть сторис поздравлять айзат габидуллин алексей николаев написать личный сообщение паблик узнать забрать приз,32
130,ноябрь продолжаться набор академический кадровый резерв ниу вшэ программа поддержка профессиональный развитие преподаватель исследователь цель задача программа нововведение который ждать участник год рассказать первый проректор ниу вшэ вадим радаев,29
131,день социолог факультет социальный наука вшэ состояться паблик ток социологический профессия автобиографический перспектива ход встреча профессор поздравлять коллега профессиональный праздник делиться подробность свой путь наука отвечать вопрос студент пройти встреча рассказывать новостной служба вышка главное,35
132,сделать наука привлекательный молодёжь должный учёный популяризатор ценность социальный гуманитарный наука тема программа подкаст лаб первый канал обсудить ректор ниу вшэ никита анисимов профессор мгимо владимир легойд декан медико биологический факультет рним н пирогов егор прохорчук,36
133,проект студент высокий школа бизнес ниу вшэ александр зыкова никита нехаенко войти топ хороший стартап молодёжный акселератор сбер ребята участвовать тв шоу гонка стартап реалить проект молодёжный предпринимательство герой который стать школьник студент разный город россия выходить телеканал пятница суббота подробный,41
134,команда студент московский институт электроника математика н тихонов вшэ стать призёр чемпионат интегрировать участник решать задача интегрирование дифференциальный интегральный уравнение формат блиц большой игра свой впечатление турнир представитель команда поделиться новостной служба вышка главное,34
135,эксперт ниу вшэ принять участие форум поколение красный линия который пройти тасс участник обсудить этический правовой проблема развитие применение технология искусственный интеллект подробный содержание вывод дискуссия репортаж новостной служба вышка главное,31
136,ректор ниу вшэ никита анисимов принять участие программа подкаст лаб первый канал эксперт поговорить престиж профессия учёный популяризация знание проблема молодой исследователь научный этика друг смотреть полный версия разговор сегодня вечером наш соцсеть,33
137,научный руководитель ниу вшэ ярослав кузьмин представитель университет принять участие четвёртый конференция организовать яндекс совместно томский госуниверситет эксперт обсудить вопрос применение обучение искусственный интеллект прорывный технология выбор профессиональный путь взаимодействие университет работодатель подробность репортаж новостной служба вышка главное,38
138,делегация нанкинский университет китайский народный университет посетить ниу вшэ обсуждение потенциальный направление сотрудничество представитель ведущий университет кнр проявить заинтересованность реализация совместный научно исследовательский проект образовательный программа программа академический мобильность обсуждаться возможность коллаборация направление искусственный интеллект география регионоведение социальный наука экономика политика математик подробный,43
139,завершиться обучение третий поток программа дополнительный образование управление информационный процесс центр медиапрактика ниу вшэ следующий поток курс последний год стартовать ноябрь образовательный продукт привлекать университетский специалист новостной служба вышка главное рассказать автор программа слушатель,34
140,ноябрь вышка пройти день психолог организовать центр психологический консультирование ниу вшэ программа мероприятие лекция дискуссия психологический участие психолог психотерапевт психиатр семейный терапевт специалист участник смочь задать вопрос эксперт попробовать разный подход понимание свой психологический состояние зарегистрироваться ознакомиться программа ссылка,39
141,выявить человек склонность наука почему большинство нобелевский премия получать открытие сделать год насколько важный популяризация наука медиаканал хороший использовать вопрос обсудить эфир первый канал ректор ниу вшэ никита анисимов профессор мгимо владимир легойд декан медико биологический факультет рним н пирогов егор прохорчук смотреть сегодня подкаст лаб,46
142,дирекция работа молодёжь рубеж ниу вшэ провести онлайн курс школа выбор первый профессия победитель международный олимпиада мом участник курс разный страна узнать подробный выбор профессия особенность возможность поступление обучение вуз индивидуальный образовательный карьерный траектория свой впечатление участник организатор поделиться новостной служба вышка главное,43
143,факультет довузовский подготовка ниу вшэ комплексный изучение предмет подготовка экзамен разный уровень выпускник фдп становиться студент хороший вуз россия добиваться свой цель подготовить статистика поступление слушатель факультет высокий школа экономика ознакомиться программа ссылка,33
144,сегодня наш подборка списоккнига свой рекомендация поделиться илья локшина член учёный совет доцент факультет социальный наука ниу вшэ разделить подборка тематический рубрика предложить интересный книга рамка каждый,27
145,вышка онлайн запускать новый курс алгоритм структура данные слушатель научиться решать задача который предлагать собеседование компания применять знание практика писать эффективный работать протестировать код директор центр студенческий олимпиада факультет компьютерный наука михаил густокашин рассказать устроить программа онлайн курс мочь полезный,40
146,изучать движение человеческий глаз учёный мочь узнать происходить мозг когнитивный процесс число связанный чтение восприятие порождение речь метод видеоокулография айтрекинг использоваться психолингвистический исследование рассказать ведущий научный сотрудник институт когнитивный нейронаука ниу вшэ андрей мячик беседа,35
147,город россия завершиться региональный кейс чемпионат школьник экономика предпринимательство самый масштабный стать московский приглашение получить команда день ниу вшэ состояться награждение победитель призёр кейс направление бизнес направление пройти церемония рассказывать новостной служба вышка главное,34
148,профессор кафедра прикладной математика информатика ниу вшэ нижний новгород валерий калягин стать лауреат общенациональный премия профессор год центральный федеральный округа подробный,21
149,учиться экономический специальность ведущий московский вуз принять участие день экономист студент рамка мероприятие ректор ниу вшэ никита анисимов поучаствовать дискуссия экономика будущее команда студент вышка занять третий место интеллектуальный командный викторин игра разум подробный,34
150,эксперт ниу вшэ провести онлайн экскурсия обновить кампус университет санкт петербург частность рассказать реконструкция патриотический институт васильевский остров встреча состояться рамка образовательный программа молодёжный форум наследие подробный история здание проект реконструкция материал новостной служба вышка главное,36
151,корпус ниу вшэ малый трехсвятительский переулок состояться выставка посвятить репрезентация женщина искусство мода рамка экспозиция придумать первокурсница образовательный программа медиакоммуникация ниу вшэ свой работа представить студентка школа дизайн вышка,29
152,регистрация сезон олимпиада студент профессионал завершаться сегодня построить карьера ведущий отраслевой компания продолжить обучение магистратура найти единомышленник получить денежный приз тысяча рубль участие олимпиада профессионал выбирать интересный направление регистрироваться мск,30
153,делегация восточный китайский педагогический университет посетить ниу вшэ москва представитель университет обсудить дальнейший шаг развитие сотрудничество число вопрос разработка программа диплом создание совместный научный центр лаборатория вопрос международный академический мобильность восточный китайский педагогический университет давно сотрудничать высокий школа экономика первый меморандум заключить ещё год поздний подписать соглашение студенческий мобильность подробный,50
154,магистерский программа факультет компьютерный наука ниу вшэ наука данные получить аккредитация альянс сфера искусственный интеллект итог экспертиза сильный сторона признать широкий набор образовательный дисциплина глубокий уровень изучение теоретический часть область машинный обучение кадровый состав вовлечённость работодатель ранее аккредитация альянс пройти ещё образовательный программа факультет,44
155,декабрь продолжаться регистрация конкурс игровой судебный процесс суд дело теоретический этап олимпиада смочь пройти ученик х класс студент спо область искусство справиться теоретический задача предстоять принять участие судебный заседание отстоять свой позиция судья хороший участник смочь поступить ниу вшэ место счёт средство университет участник заключительный этап получить дополнительный балл поступление профильный образовательный программа вышка подробный,55
